frame_number,apex x,apex y,ruler 0 mm x,ruler 0 mm y,ruler 20 mm x,ruler 20 mm y
992,296,169,359,345,377,340
993,296,169,359,345,377,340
994,296,169,359,345,377,340
995,296,169,359,345,377,340
996,296,169,359,345,377,340
997,295,169,359,345,377,340
998,295,169,359,345,377,340
999,295,169,359,345,377,340
1000,295,169,359,345,377,340
1001,295,169,359,345,377,340
1002,295,169,359,345,377,340
1003,295,169,359,345,377,340
1004,295,169,359,345,377,340
1005,295,169,359,345,377,340
1006,295,169,359,345,377,340
1007,295,169,359,345,377,340
1008,295,169,359,345,377,340
1009,295,168,359,345,377,340
1010,295,168,359,345,377,340
1011,295,168,359,345,377,340
1012,295,168,359,345,377,340
1013,295,168,359,345,377,340
1014,296,168,359,345,377,340
1015,296,168,359,345,377,340
1016,296,168,359,345,377,340
1017,296,168,359,345,377,340
1018,296,168,359,345,377,340
1019,296,168,359,345,377,340
1020,296,168,359,345,377,340
1021,296,168,359,345,377,340
1022,296,167,359,345,377,340
1023,296,167,359,345,377,340
1024,296,167,359,345,377,340
1025,295,167,359,345,377,340
1026,295,167,359,345,377,340
1027,295,167,359,345,377,340
1028,295,167,359,345,377,340
1029,295,167,359,345,377,340
1030,295,167,359,345,377,340
1031,295,167,359,345,377,340
1032,295,167,359,345,377,340
1033,295,167,359,345,377,340
1034,295,167,359,345,377,340
1035,295,167,359,345,377,340
1036,295,167,359,345,377,340
1037,295,167,359,345,377,340
1038,295,166,359,345,377,340
1039,296,166,359,345,377,340
1040,296,166,359,345,377,340
1041,296,166,359,345,377,340
1042,296,166,359,345,377,340
1043,296,166,359,345,377,340
1044,296,166,359,345,377,340
1045,296,166,359,345,377,340
1046,296,166,359,345,377,340
1047,296,166,359,345,377,340
1048,296,166,359,345,377,340
1049,296,166,359,345,377,340
1050,296,166,359,345,377,340
1051,296,166,359,345,377,340
1052,296,166,359,345,377,340
1053,296,166,359,345,377,340
1054,296,165,359,345,377,340
1055,296,165,359,345,377,340
1056,296,166,359,345,377,340
1057,296,165,359,345,377,340
1058,296,165,359,345,377,340
1059,296,165,359,345,377,340
1060,296,165,359,345,377,340
1061,296,165,359,345,377,340
1062,296,165,359,345,377,340
1063,296,165,359,345,377,340
1064,296,165,359,345,377,340
1065,296,165,359,345,377,340
1066,296,165,359,345,377,340
1067,296,165,359,345,377,340
1068,296,165,359,345,377,340
1069,296,165,359,345,377,340
1070,296,165,359,345,377,340
1071,296,165,359,345,377,340
1072,296,164,359,345,377,340
1073,296,164,359,345,377,340
1074,296,164,359,345,377,340
1075,296,164,359,345,377,340
1076,296,164,359,345,377,340
1077,296,164,359,345,377,340
1078,296,164,359,345,377,340
1079,296,164,359,345,377,340
1080,296,164,359,345,377,340
1081,296,164,359,345,377,340
1082,296,164,359,345,377,340
1083,296,164,359,345,377,340
1084,296,164,359,345,377,340
1085,296,164,359,345,377,340
1086,296,164,359,345,377,340
1087,296,164,359,345,377,340
1088,296,164,359,345,377,340
1089,295,164,359,345,377,340
1090,295,164,359,345,377,340
1091,295,164,359,345,377,340
1092,295,164,359,345,377,340
1093,295,164,359,345,377,340
1094,296,163,359,345,377,340
1095,296,163,359,345,377,340
1096,296,163,359,345,377,340
1097,296,163,359,345,377,340
1098,296,163,359,345,377,340
1099,296,163,359,345,377,340
1100,296,163,359,345,377,340
1101,296,163,359,345,377,340
1102,296,163,359,345,377,340
1103,296,163,359,345,377,340
1104,295,163,359,345,377,340
1105,295,163,359,345,377,340
1106,295,163,359,345,377,340
1107,295,163,359,345,377,340
1108,295,163,359,345,377,340
1109,295,163,359,345,377,340
1110,295,163,359,345,377,340
1111,295,163,359,345,377,340
1112,295,163,359,345,377,340
1113,295,163,359,345,377,340
1114,295,163,359,345,377,340
1115,295,163,359,345,377,340
1116,295,163,359,345,377,340
1117,295,163,359,345,377,340
1118,295,163,359,345,377,340
1119,295,162,359,345,377,340
1120,295,162,359,345,377,340
1121,295,162,359,345,377,340
1122,296,162,359,345,377,340
1123,295,162,359,345,377,340
1124,295,162,359,345,377,340
1125,295,162,359,345,377,340
1126,295,162,359,345,377,340
1127,295,162,359,345,377,340
1128,295,162,359,345,377,340
1129,295,162,359,345,377,340
1130,295,162,359,345,377,340
1131,295,162,359,345,377,340
1132,295,162,359,345,377,340
1133,295,162,359,345,377,340
1134,295,162,359,345,377,340
1135,295,162,359,345,377,340
1136,295,162,359,345,377,340
1137,295,161,359,345,377,340
1138,295,161,359,345,377,340
1139,295,161,359,345,377,340
1140,295,161,359,345,377,340
1141,295,161,359,345,377,340
1142,294,161,359,345,377,340
1143,294,161,359,345,377,340
1144,294,161,359,345,377,340
1145,294,161,359,345,377,340
1146,294,161,359,345,377,340
1147,294,161,359,345,377,340
1148,294,161,359,345,377,340
1149,294,161,359,345,377,340
1150,294,161,359,345,377,340
1151,294,161,359,345,377,340
1152,294,161,359,345,377,340
1153,294,161,359,345,377,340
1154,295,161,359,345,377,340
1155,295,161,359,345,377,340
1156,295,161,359,345,377,340
1157,295,161,359,345,377,340
1158,295,161,359,345,377,340
1159,295,161,359,345,377,340
1160,295,161,359,345,377,340
1161,295,161,359,345,377,340
1162,295,161,359,345,377,340
1163,295,161,359,345,377,340
1164,295,161,359,345,377,340
1165,295,161,359,345,377,340
1166,295,161,359,345,377,340
1167,295,161,359,345,377,340
1168,295,161,359,345,377,340
1169,295,161,359,345,377,340
1170,295,161,359,345,377,340
1171,295,161,359,345,377,340
1172,295,160,359,345,377,340
1173,295,160,359,345,377,340
1174,295,160,359,345,377,340
1175,295,160,359,345,377,340
1176,295,160,359,345,377,340
1177,295,160,359,345,377,340
1178,295,160,359,345,377,340
1179,295,160,359,345,377,340
1180,295,160,359,345,377,340
1181,295,160,359,345,377,340
1182,296,160,359,345,377,340
1183,296,160,359,345,377,340
1184,296,160,359,345,377,340
1185,296,160,359,345,377,340
1186,296,160,359,345,377,340
1187,296,160,359,345,377,340
1188,296,160,359,345,377,340
1189,296,160,359,345,377,340
1190,295,160,359,345,377,340
1191,295,160,359,345,377,340
1192,295,160,359,345,377,340
1193,295,160,359,345,377,340
1194,295,160,359,345,377,340
1195,295,160,359,345,377,340
1196,295,160,359,345,377,340
1197,295,160,359,345,377,340
1198,295,160,359,345,377,340
1199,295,160,359,345,377,340
1200,295,160,359,345,377,340
1201,295,160,359,345,377,340
1202,295,160,359,345,377,340
1203,294,160,359,345,377,340
1204,294,160,359,345,377,340
1205,294,160,359,345,377,340
1206,294,159,359,345,377,340
1207,294,159,359,345,377,340
1208,294,159,359,345,377,340
1209,294,159,359,345,377,340
1210,294,159,359,345,377,340
1211,294,159,359,345,377,340
1212,294,159,359,345,377,340
1213,294,159,359,345,377,340
1214,294,159,359,345,377,340
1215,294,159,359,345,377,340
1216,294,159,359,345,377,340
1217,294,159,359,345,377,340
1218,294,159,359,345,377,340
1219,294,159,359,345,377,340
1220,294,159,359,345,377,340
1221,294,159,359,345,377,340
1222,295,159,359,345,377,340
1223,295,159,359,345,377,340
1224,295,159,359,345,377,340
1225,295,159,359,345,377,340
1226,295,159,359,345,377,340
1227,295,159,359,345,377,340
1228,295,159,359,345,377,340
1229,295,159,359,345,377,340
1230,295,159,359,345,377,340
1231,295,159,359,345,377,340
1232,295,159,359,345,377,340
1233,294,159,359,345,377,340
1234,294,159,359,345,377,340
1235,294,159,359,345,377,340
1236,294,159,359,345,377,340
1237,294,159,359,345,377,340
1238,294,159,359,345,377,340
1239,294,158,359,345,377,340
1240,294,158,359,345,377,340
1241,294,158,359,345,377,340
1242,294,158,359,345,377,340
1243,294,158,359,345,377,340
1244,294,158,359,345,377,340
1245,294,158,359,345,377,340
1246,294,158,359,345,377,340
1247,294,158,359,345,377,340
1248,294,158,359,345,377,340
1249,294,158,359,345,377,340
1250,294,158,359,345,377,340
1251,294,158,359,345,377,340
1252,294,158,359,345,377,340
1253,294,158,359,345,377,340
1254,294,158,359,345,377,340
1255,294,158,359,345,377,340
1256,294,158,359,345,377,340
1257,294,158,359,345,377,340
1258,294,158,359,345,377,340
1259,294,158,359,345,377,340
1260,294,158,359,345,377,340
1261,295,158,359,345,377,340
1262,295,158,359,345,377,340
1263,295,158,359,345,377,340
1264,295,158,359,345,377,340
1265,295,158,359,345,377,340
1266,295,158,359,345,377,340
1267,295,158,359,345,377,340
1268,295,158,359,345,377,340
1269,295,158,359,345,377,340
1270,295,158,359,345,377,340
1271,295,158,359,345,377,340
1272,295,158,359,345,377,340
1273,295,158,359,345,377,340
1274,295,157,359,345,377,340
1275,295,157,359,345,377,340
1276,295,157,359,345,377,340
1277,295,157,359,345,377,340
1278,295,157,359,345,377,340
1279,295,157,359,345,377,340
1280,295,157,359,345,377,340
1281,295,157,359,345,377,340
1282,295,157,359,345,377,340
1283,295,157,359,345,377,340
1284,295,157,359,345,377,340
1285,295,157,359,345,377,340
1286,295,157,359,345,377,340
1287,295,157,359,345,377,340
1288,295,157,359,345,377,340
1289,295,156,359,345,377,340
1290,295,156,359,345,377,340
1291,295,156,359,345,377,340
1292,295,156,359,345,377,340
1293,296,156,359,345,377,340
1294,296,156,359,345,377,340
1295,296,156,359,345,377,340
1296,296,156,359,345,377,340
1297,296,156,359,345,377,340
1298,296,156,359,345,377,340
1299,296,156,359,345,377,340
1300,296,156,359,345,377,340
1301,296,156,359,345,377,340
1302,296,156,359,345,377,340
1303,296,156,359,345,377,340
1304,296,156,359,345,377,340
1305,296,156,359,345,377,340
1306,296,156,359,345,377,340
1307,296,156,359,345,377,340
1308,296,156,359,345,377,340
1309,296,156,359,345,377,340
1310,296,156,359,345,377,340
1311,296,156,359,345,377,340
1312,296,156,359,345,377,340
1313,296,156,359,345,377,340
1314,295,156,359,345,377,340
1315,295,156,359,345,377,340
1316,295,156,359,345,377,340
1317,295,156,359,345,377,340
1318,295,156,359,345,377,340
1319,295,156,359,345,377,340
1320,295,156,359,345,377,340
1321,295,156,359,345,377,340
1322,295,156,359,345,377,340
1323,296,156,359,345,377,340
1324,296,156,359,345,377,340
1325,296,156,359,345,377,340
1326,296,156,359,345,377,340
1327,296,156,359,345,377,340
1328,296,156,359,345,377,340
1329,296,156,359,345,377,340
1330,296,156,359,345,377,340
1331,296,156,359,345,377,340
1332,296,155,359,345,377,340
1333,296,155,359,345,377,340
1334,296,155,359,345,377,340
1335,296,155,359,345,377,340
1336,296,155,359,345,377,340
1337,296,155,359,345,377,340
1338,296,155,359,345,377,340
1339,296,155,359,345,377,340
1340,296,155,359,345,377,340
1341,296,155,359,345,377,340
1342,296,155,359,345,377,340
1343,296,155,359,345,377,340
1344,296,155,359,345,377,340
1345,296,155,359,345,377,340
1346,296,155,359,345,377,340
1347,296,155,359,345,377,340
1348,296,155,359,345,377,340
1349,296,155,359,345,377,340
1350,296,155,359,345,377,340
1351,296,155,359,345,377,340
1352,296,155,359,345,377,340
1353,296,155,359,345,377,340
1354,296,155,359,345,377,340
1355,296,155,359,345,377,340
1356,296,155,359,345,377,340
1357,296,155,359,345,377,340
1358,296,155,359,345,377,340
1359,296,155,359,345,377,340
1360,296,155,359,345,377,340
1361,296,155,359,345,377,340
1362,296,155,359,345,377,340
1363,296,155,359,345,377,340
1364,296,155,359,345,377,340
1365,296,155,359,345,377,340
1366,296,155,359,345,377,340
1367,296,155,359,345,377,340
1368,296,155,359,345,377,340
1369,296,155,359,345,377,340
1370,296,155,359,345,377,340
1371,296,155,359,345,377,340
1372,296,155,359,345,377,340
1373,296,155,359,345,377,340
1374,296,155,359,345,377,340
1375,296,155,359,345,377,340
1376,296,155,359,345,377,340
1377,296,155,359,345,377,340
1378,296,155,359,345,377,340
1379,296,155,359,345,377,340
1380,296,155,359,345,377,340
1381,296,155,359,345,377,340
1382,296,155,359,345,377,340
1383,296,155,359,345,377,340
1384,296,155,359,345,377,340
1385,296,155,359,345,377,340
1386,296,155,359,345,377,340
1387,296,155,359,345,377,340
1388,296,155,359,345,377,340
1389,296,155,359,345,377,340
1390,296,155,359,345,377,340
1391,296,155,359,345,377,340
1392,296,155,359,345,377,340
1393,296,155,359,345,377,340
1394,296,155,359,345,377,340
1395,296,155,359,345,377,340
1396,296,155,359,345,377,340
1397,296,155,359,345,377,340
1398,296,155,359,345,377,340
1399,296,155,359,345,377,340
1400,296,155,359,345,377,340
1401,296,155,359,345,377,340
1402,296,155,359,345,377,340
1403,296,155,359,345,377,340
1404,296,155,359,345,377,340
1405,296,155,359,345,377,340
1406,296,155,359,345,377,340
1407,296,155,359,345,377,340
1408,296,155,359,345,377,340
1409,296,155,359,345,377,340
1410,296,154,359,345,377,340
1411,296,154,359,345,377,340
1412,296,154,359,345,377,340
1413,296,154,359,345,377,340
1414,296,154,359,345,377,340
1415,296,154,359,345,377,340
1416,296,154,359,345,377,340
1417,296,154,359,345,377,340
1418,296,154,359,345,377,340
1419,296,154,359,345,377,340
1420,295,154,359,345,377,340
1421,295,154,359,345,377,340
1422,295,154,359,345,377,340
1423,295,154,359,345,377,340
1424,295,154,359,345,377,340
1425,295,154,359,345,377,340
1426,296,154,359,345,377,340
1427,296,154,359,345,377,340
1428,296,154,359,345,377,340
1429,296,154,359,345,377,340
1430,296,154,359,345,377,340
1431,296,154,359,345,377,340
1432,296,154,359,345,377,340
1433,296,154,359,345,377,340
1434,296,154,359,345,377,340
1435,296,154,359,345,377,340
1436,296,154,359,346,377,340
1437,296,154,359,346,377,340
1438,296,154,359,346,377,340
1439,296,154,359,346,377,340
1440,296,154,359,346,377,340
1441,296,154,359,346,377,340
1442,296,154,359,346,377,340
1443,296,154,359,346,377,340
1444,296,154,359,346,377,340
1445,296,154,359,346,377,340
1446,296,154,359,346,377,340
1447,296,154,359,346,377,340
1448,296,154,359,346,377,340
1449,297,154,359,346,377,340
1450,297,154,359,346,377,340
1451,297,154,359,346,377,340
1452,297,154,359,346,377,340
1453,297,154,359,346,377,340
1454,297,154,359,346,377,340
1455,297,154,359,346,377,340
1456,297,154,359,346,377,340
1457,297,154,359,346,377,340
1458,297,154,359,346,377,340
1459,297,154,359,346,377,340
1460,297,154,359,346,377,340
1461,297,154,359,346,377,340
1462,297,154,359,346,377,340
1463,296,154,359,346,377,340
1464,296,154,359,346,377,340
1465,296,154,359,346,377,340
1466,296,154,359,346,377,340
1467,296,154,359,346,377,340
1468,296,154,359,346,377,340
1469,296,154,359,346,377,340
1470,296,154,359,346,377,340
1471,296,154,359,346,377,340
1472,296,154,359,346,377,340
1473,296,154,359,346,377,340
1474,296,154,359,346,377,340
1475,296,154,359,346,377,340
1476,296,154,359,346,377,340
1477,296,154,359,346,377,340
1478,296,154,359,346,377,340
1479,296,154,359,346,377,340
1480,296,154,359,346,377,340
1481,296,154,359,346,377,340
1482,296,154,359,346,377,340
1483,296,154,359,346,377,340
1484,296,154,359,346,377,340
1485,295,154,359,346,377,340
1486,295,154,359,346,377,340
1487,295,154,359,346,377,340
1488,295,154,359,346,377,340
1489,295,154,359,346,377,340
1490,295,154,359,346,377,340
1491,295,154,359,346,377,340
1492,295,154,359,346,377,340
1493,295,154,359,346,377,340
1494,295,154,359,346,377,340
1495,295,154,359,346,377,340
1496,295,154,359,346,377,340
1497,295,154,359,346,377,340
1498,295,154,359,346,377,340
1499,295,153,359,346,377,340
1500,295,153,359,346,377,340
1501,295,153,359,346,377,340
1502,295,153,359,346,377,340
1503,295,153,359,346,377,340
1504,295,153,359,346,377,340
1505,295,153,359,346,377,340
1506,295,153,359,346,377,340
1507,295,153,359,346,377,340
1508,295,153,359,346,377,340
1509,295,153,359,346,377,340
1510,295,153,359,346,377,340
1511,295,153,359,346,377,340
1512,295,153,359,346,377,340
1513,295,153,359,346,377,340
1514,295,153,359,346,377,340
1515,295,153,359,346,377,340
1516,295,153,359,346,377,340
1517,296,153,359,346,377,340
1518,296,153,359,346,377,340
1519,296,153,359,346,377,340
1520,296,153,359,346,377,340
1521,296,153,359,346,377,340
1522,296,153,359,346,377,340
1523,296,153,359,346,377,340
1524,295,153,359,346,377,340
1525,295,153,359,346,377,340
1526,295,153,359,346,377,340
1527,295,153,359,346,377,340
1528,295,153,359,346,377,340
1529,295,153,359,346,377,340
1530,295,153,359,346,377,340
1531,295,153,359,346,377,340
1532,295,153,359,346,377,340
1533,295,153,359,346,377,340
1534,295,153,359,346,377,340
1535,295,153,359,346,377,340
1536,296,153,359,346,377,340
1537,296,153,359,346,377,340
1538,296,153,359,346,377,340
1539,296,153,359,346,377,340
1540,296,153,359,346,377,340
1541,296,153,359,346,377,340
1542,296,153,359,346,377,340
1543,296,153,359,346,377,340
1544,296,153,359,346,377,340
1545,296,153,359,346,377,340
1546,296,153,359,346,377,340
1547,296,153,359,346,377,340
1548,296,153,359,346,377,340
1549,296,153,359,346,377,340
1550,296,153,359,346,377,340
1551,296,153,359,346,377,340
1552,296,153,359,346,377,340
1553,296,153,359,346,377,340
1554,296,153,359,346,377,340
1555,296,153,359,346,377,340
1556,296,153,359,346,377,340
1557,296,153,359,346,377,340
1558,296,153,359,346,377,340
1559,296,153,359,346,377,340
1560,296,153,359,346,377,340
1561,296,153,359,346,377,340
1562,296,152,359,346,377,340
1563,296,152,359,346,377,340
1564,296,152,359,346,377,340
1565,296,152,359,346,377,340
1566,296,152,359,346,377,340
1567,296,152,359,346,377,340
1568,296,152,359,346,377,340
1569,296,152,359,346,377,340
1570,296,152,359,346,377,340
1571,296,152,359,346,377,340
1572,296,152,359,346,377,340
1573,296,152,359,346,377,340
1574,296,152,359,346,377,340
1575,296,152,359,346,377,340
1576,296,152,359,346,377,340
1577,296,152,359,346,377,340
1578,296,152,359,346,377,340
1579,296,152,359,346,377,340
1580,296,152,359,346,377,340
1581,296,152,359,346,377,340
1582,296,152,359,346,377,340
1583,296,152,359,346,377,340
1584,296,152,359,346,377,340
1585,296,152,359,346,377,340
1586,296,152,359,346,377,340
1587,296,152,359,346,377,340
1588,296,152,359,346,377,340
1589,296,152,359,346,377,340
1590,296,152,359,346,377,340
1591,296,152,359,346,377,340
1592,296,152,359,346,377,340
1593,296,152,359,346,377,340
1594,296,152,359,346,377,340
1595,296,152,359,346,377,340
1596,296,152,359,346,377,340
1597,296,152,359,346,377,340
1598,296,152,359,346,377,340
1599,296,152,359,346,377,340
1600,296,152,359,346,377,340
1601,296,152,359,346,377,340
1602,296,152,359,346,377,340
1603,296,152,359,346,377,340
1604,296,152,359,346,377,340
1605,296,152,359,346,377,340
1606,296,152,359,346,377,340
1607,296,152,359,346,377,340
1608,296,152,359,346,377,340
1609,296,152,359,346,377,340
1610,296,152,359,346,377,340
1611,296,152,359,346,377,340
1612,296,152,359,346,377,340
1613,296,152,359,346,377,340
1614,296,152,359,346,377,340
1615,296,152,359,346,377,340
1616,296,152,359,346,377,340
1617,296,152,359,346,377,340
1618,296,152,359,346,377,340
1619,296,152,359,346,377,340
1620,296,152,359,346,377,340
1621,296,152,359,346,377,340
1622,296,151,359,346,377,340
1623,296,151,359,346,377,340
1624,296,151,359,346,377,340
1625,296,151,359,346,377,340
1626,296,151,359,346,377,340
1627,296,151,359,346,377,340
1628,296,151,359,346,377,340
1629,296,151,359,346,377,340
1630,296,151,359,346,377,340
1631,296,151,359,346,377,340
1632,296,151,359,346,377,340
1633,296,151,359,346,377,340
1634,296,151,359,346,377,340
1635,296,151,359,346,377,340
1636,296,151,359,346,377,340
1637,296,151,359,346,377,340
1638,296,151,359,346,377,340
1639,296,151,359,346,377,340
1640,296,151,359,346,377,340
1641,296,151,359,346,377,340
1642,296,151,359,346,377,340
1643,296,151,359,346,377,340
1644,296,151,359,346,377,340
1645,296,151,359,346,377,340
1646,296,151,359,346,377,340
1647,296,151,359,346,377,340
1648,296,151,359,346,377,340
1649,296,151,359,346,377,340
1650,296,151,359,346,377,340
1651,296,151,359,346,377,340
1652,296,151,359,346,377,340
1653,296,151,359,346,377,340
1654,296,151,359,346,377,340
1655,296,151,359,346,377,340
1656,296,151,359,346,377,340
1657,296,151,359,346,377,340
1658,296,151,359,346,377,340
1659,296,151,359,346,377,340
1660,296,151,359,346,377,340
1661,296,151,359,346,377,340
1662,296,151,359,346,377,340
1663,296,151,359,346,377,340
1664,296,151,359,346,377,340
1665,296,151,359,346,377,340
1666,296,151,359,346,377,340
1667,296,151,359,346,377,340
1668,296,151,359,346,377,340
1669,296,151,359,346,377,340
1670,296,151,359,346,377,340
1671,296,151,359,346,377,340
1672,296,151,359,346,377,340
1673,296,151,359,346,377,340
1674,296,151,359,346,377,340
1675,296,151,359,346,377,340
1676,296,151,359,346,377,340
1677,296,151,359,346,377,340
1678,296,151,359,346,377,340
1679,296,151,359,346,377,340
1680,296,151,359,346,377,340
1681,296,151,359,346,377,340
1682,296,151,359,346,377,340
1683,296,150,359,346,377,340
1684,296,150,359,346,377,340
1685,296,150,359,346,377,340
1686,296,150,359,346,377,340
1687,296,150,359,346,377,340
1688,296,150,359,346,377,340
1689,296,150,359,346,377,340
1690,296,150,359,346,377,340
1691,296,150,359,346,377,340
1692,296,150,359,346,377,340
1693,296,150,359,346,377,340
1694,296,150,359,346,377,340
1695,296,150,359,346,377,340
1696,296,150,359,346,377,340
1697,296,150,359,346,377,340
1698,296,150,359,346,377,340
1699,296,150,359,346,377,340
1700,296,150,359,346,377,340
1701,296,150,359,346,377,340
1702,296,150,359,346,377,340
1703,296,150,359,346,377,340
1704,296,150,359,346,377,340
1705,296,150,359,346,377,340
1706,296,150,359,346,377,340
1707,296,150,359,346,377,340
1708,296,150,359,346,377,340
1709,296,150,359,346,377,340
1710,296,150,359,346,377,340
1711,296,150,359,346,377,340
1712,296,150,359,346,377,340
1713,296,150,359,346,377,340
1714,296,150,359,346,377,340
1715,296,150,359,346,377,340
1716,296,150,359,346,377,340
1717,296,150,359,346,377,340
1718,296,150,359,346,377,340
1719,296,150,359,346,377,340
1720,296,150,359,346,377,340
1721,296,150,359,346,377,340
1722,296,150,359,346,377,340
1723,296,150,359,346,377,340
1724,296,150,359,346,377,340
1725,296,150,359,346,377,340
1726,296,150,359,346,377,340
1727,296,150,359,346,377,340
1728,296,150,359,346,377,340
1729,296,150,359,346,377,340
1730,296,150,359,346,377,340
1731,296,150,359,346,377,340
1732,296,150,359,346,377,340
1733,296,150,359,346,377,340
1734,296,150,359,346,377,340
1735,296,150,359,346,377,340
1736,296,150,359,346,377,340
1737,296,150,359,346,377,340
1738,296,150,359,346,377,340
1739,296,150,359,346,377,340
1740,296,150,359,346,377,340
1741,296,150,359,346,377,340
1742,296,150,359,346,377,340
1743,296,150,359,346,377,340
1744,296,150,359,346,377,340
1745,296,150,359,346,377,340
1746,296,150,359,346,377,340
1747,296,150,359,346,377,340
1748,296,150,359,346,377,340
1749,296,150,359,346,377,340
1750,296,150,359,346,377,340
1751,296,150,359,346,377,340
1752,296,150,359,346,377,340
1753,296,150,359,346,377,340
1754,296,150,359,346,377,340
1755,296,150,359,346,377,340
1756,296,150,359,346,377,340
1757,296,150,359,346,377,340
1758,296,150,359,346,377,340
1759,296,150,359,346,377,340
1760,296,150,359,346,377,340
1761,296,150,359,346,377,340
1762,296,150,359,346,377,340
1763,296,150,359,346,377,340
1764,296,150,359,346,377,340
1765,296,150,359,346,377,340
1766,296,150,359,346,377,340
1767,296,150,359,346,377,340
1768,296,150,359,346,377,340
1769,296,150,359,346,377,340
1770,296,150,359,346,377,340
1771,296,150,359,346,377,340
1772,296,150,359,346,377,340
1773,296,150,359,346,377,340
1774,296,150,359,346,377,340
1775,296,150,359,346,377,340
1776,296,150,359,346,377,340
1777,296,150,359,346,377,340
1778,296,150,359,346,377,340
1779,296,150,359,346,377,340
1780,296,150,359,346,377,340
1781,296,150,359,346,377,340
1782,296,150,359,346,377,340
1783,296,150,359,346,377,340
1784,296,150,359,346,377,340
1785,296,150,359,346,377,340
1786,296,150,359,346,377,340
1787,296,150,359,346,377,340
1788,296,150,359,346,377,340
1789,296,150,359,346,377,340
1790,296,150,359,346,377,340
1791,296,150,359,346,377,340
1792,296,150,359,346,377,340
1793,296,150,359,346,377,340
1794,296,150,359,346,377,340
1795,296,150,359,346,377,340
1796,296,150,359,346,377,340
1797,296,150,359,346,377,340
1798,297,150,359,346,377,340
1799,297,150,359,346,377,340
1800,297,150,359,346,377,340
1801,297,150,359,346,377,340
1802,297,150,359,346,377,340
1803,297,150,359,346,377,340
1804,297,150,359,346,377,340
1805,297,150,359,346,377,340
1806,296,150,359,346,377,340
1807,296,150,359,346,377,340
1808,296,150,359,346,377,340
1809,296,150,359,346,377,340
1810,296,150,359,346,377,340
1811,296,150,359,346,377,340
1812,296,150,359,346,377,340
1813,296,150,359,346,377,340
1814,296,150,359,346,377,340
1815,296,150,359,346,377,340
1816,296,150,359,346,377,340
1817,296,150,359,346,377,340
1818,296,150,359,346,377,340
1819,296,150,359,346,377,340
1820,296,150,359,346,377,340
1821,296,150,359,346,377,340
1822,296,150,359,346,377,340
1823,296,150,359,346,377,340
1824,296,150,359,346,377,340
1825,296,150,359,346,377,340
1826,296,150,359,346,377,340
1827,296,150,359,346,377,340
1828,297,150,359,346,377,340
1829,297,150,359,346,377,340
1830,297,150,359,346,377,340
1831,297,150,359,346,377,340
1832,297,150,359,346,377,340
1833,297,150,359,346,377,340
1834,297,150,359,346,377,340
1835,297,150,359,346,377,340
1836,297,150,359,346,377,340
1837,297,150,359,346,377,340
1838,297,150,359,346,377,340
1839,297,150,359,346,377,340
1840,297,150,359,346,377,340
1841,297,150,359,346,377,340
1842,297,150,359,346,377,340
1843,297,150,359,346,377,340
1844,297,150,359,346,377,340
1845,297,150,359,346,377,340
1846,297,150,359,346,377,340
1847,297,150,359,346,377,340
1848,297,150,359,346,377,340
1849,297,150,359,346,377,340
1850,297,150,359,346,377,340
1851,297,150,359,346,377,340
1852,297,150,359,346,377,340
1853,297,150,359,346,377,340
1854,297,150,359,346,377,340
1855,296,150,359,346,377,340
1856,296,150,359,346,377,340
1857,296,150,359,346,377,340
1858,296,150,359,346,377,340
1859,296,150,359,346,377,340
1860,296,150,359,346,377,340
1861,296,150,359,346,377,340
1862,296,150,359,346,377,340
1863,296,150,359,346,377,340
1864,296,150,359,346,377,340
1865,296,150,359,346,377,340
1866,296,150,359,346,377,340
1867,296,150,359,346,377,340
1868,296,150,359,346,377,340
1869,296,150,359,346,377,340
1870,296,150,359,346,377,340
1871,296,150,359,346,377,340
1872,296,150,359,346,377,340
1873,296,150,359,346,377,340
1874,296,150,359,346,377,340
1875,296,150,359,346,377,340
1876,296,150,359,346,377,340
1877,296,150,359,346,377,340
1878,296,150,359,346,377,340
1879,296,150,359,346,377,340
1880,296,150,359,346,377,340
1881,296,150,359,346,377,340
1882,296,150,359,346,377,340
1883,296,150,359,346,377,340
1884,296,150,359,346,377,340
1885,296,150,359,346,377,340
1886,296,150,359,346,377,340
1887,296,150,359,346,377,340
1888,296,150,359,346,377,340
1889,296,150,359,346,377,340
1890,296,150,359,346,377,340
1891,296,150,359,346,377,340
1892,296,150,359,346,377,340
1893,296,150,359,346,377,340
1894,296,150,359,346,377,340
1895,296,150,359,346,377,340
1896,296,150,359,346,377,340
1897,296,150,359,346,377,340
1898,296,150,359,346,377,340
1899,296,150,359,346,377,340
1900,296,150,359,346,377,340
1901,296,150,359,346,377,340
1902,296,150,359,346,377,340
1903,296,150,359,346,377,340
1904,296,150,359,346,377,340
1905,296,150,359,346,377,340
1906,296,150,359,346,377,340
1907,296,150,359,346,377,340
1908,296,150,359,346,377,340
1909,296,150,359,346,377,340
1910,296,150,359,346,377,340
1911,296,150,359,346,377,340
1912,296,150,359,346,377,340
1913,296,150,359,346,377,340
1914,296,150,359,346,377,340
1915,296,150,359,346,377,340
1916,296,150,359,346,377,340
1917,296,150,359,346,377,340
1918,296,150,359,346,377,340
1919,296,150,359,346,377,340
1920,296,150,359,346,377,340
1921,296,150,359,346,377,340
